id,subject,term,reference_gloss,hypothesis_gloss,similarity,glossed,correct
engpidginedu-15843,Computer science,publishing,di business of issuing printed matter for sale or distribution or distribution,di business of issuing printed matter for sale or distribution or distribution,100.0,True,True
engpidginedu-15843,Computer science,expensive,E cost / de price high / heavy money,cost / de price high / heavy money,96.82,True,True
engpidginedu-08850,Business study,secrets,under-carpet mata / hidden tins,,0.0,False,False
engpidginedu-08850,Business study,patents,law pawa to own idea,,0.0,False,False
engpidginedu-08850,Business study,trademarks,company brand marks / signs,company brand marks / signs,100.0,True,True
engpidginedu-21314,Computer science,shortly,just now / soon-soon,,0.0,False,False
engpidginedu-05771,Business study,vehicle,motor / machine to carry load,motor / machine to carry load,100.0,True,True
engpidginedu-05771,Business study,manufacturer,na persin or company wey dey make goods for sell,na persin or company wey dey make goods for sell,100.0,True,True
engpidginedu-05771,Business study,manufacture,di organized action of making goods and services for sale for sale,,0.0,False,False
engpidginedu-05013,Business study,negotiate,to drag price / reason am,to drag price / reason am,100.0,True,True
engpidginedu-05013,Business study,treaty,official agreement between two or more countries — dem usually sign am,,0.0,False,False
engpidginedu-15064,Computer science,communicate,di transmit information wey dem transmit information,di transmit information wey dem transmit information,100.0,True,True
engpidginedu-15064,Computer science,mail,letter / message wey pass post or email,letter / message wey pass post or email,100.0,True,True
engpidginedu-20826,Computer science,lives,different people life,different faces / parts,40.88,True,False
engpidginedu-14205,Computer science,execute,to do wetin you tell am,to do wetin you tell am,100.0,True,True
engpidginedu-03458,Government,flexibility,di property of being flexible,,0.0,False,False
engpidginedu-03458,Government,practical,something wey person fit do / no be just talk,something wey law no gree / illegal,34.72,True,False
engpidginedu-16062,Computer science,certainly,kpam-kpam / true-true / without doubt,kpam-kpam / true-true / without doubt,100.0,True,True
engpidginedu-16062,Computer science,possibilities,A future prospect or potential,future prospect or potential,96.55,True,True
engpidginedu-13764,History,ninth,number nine,,0.0,False,False
engpidginedu-13764,History,capital,moni wey person use take start business,moni wey person use take start business,100.0,True,True
engpidginedu-13764,History,religious,matter of church or mosque / person wey follow God,,0.0,False,False
engpidginedu-11181,English Language,scholarly,something wey concern serious school or research work,,0.0,False,False
engpidginedu-11181,English Language,institutional,wey dey relating to or constituting or involving institution,,0.0,False,False
engpidginedu-11181,English Language,silence,quiet / no talk,as e turn out,13.2,True,False
engpidginedu-21218,Computer science,replication,di act of make copies,,0.0,False,False
engpidginedu-16579,Computer science,aggregated,put together,,0.0,False,False
engpidginedu-16579,Computer science,disaggregated,break down,,0.0,False,False
engpidginedu-02259,Government,apparently,di appearance wey dey alone from appearances alone,di appearance wey dey alone from appearances alone,100.0,True,True
engpidginedu-02259,Government,unnecessary,we no need necessary,chance / open door,11.17,True,False
engpidginedu-02259,Government,seeks,person wey dey find / look for,,0.0,False,False
engpidginedu-12142,Social studies,furthermore,join join / more-so,,0.0,False,False
engpidginedu-12142,Social studies,unbanked,when person no get any bank account or access to banking services,,0.0,False,False
engpidginedu-12142,Social studies,documents,files / papers wey get important info,files / papers wey get important info,100.0,True,True
engpidginedu-11377,Social studies,homes,where person dey stay,,0.0,False,False
engpidginedu-11377,Social studies,legally,inside law / wetin law gree make person do,inside law / wetin law gree make person do,100.0,True,True
engpidginedu-01345,Government,intend,plan to / mind set,,0.0,False,False
engpidginedu-01345,Government,assist,to help,,0.0,False,False
engpidginedu-01345,Government,unlawful,something wey law no gree / illegal,,0.0,False,False
engpidginedu-18544,Computer science,devices,machines wey dey save,,0.0,False,False
engpidginedu-03966,Government,allowance,money or somtin wey dem give for somtin wey de wan do,,0.0,False,False
engpidginedu-03966,Government,proving,to show prove / confirm,,0.0,False,False
engpidginedu-22421,Computer science,implies,meaning say / suggest,to force law or fine for person head,9.16,True,False
engpidginedu-09882,Business study,exceptional,di usual for magnitude or degree or degree,,0.0,False,False
engpidginedu-25312,Biology,determining,to finalize / find de real answer,,0.0,False,False
engpidginedu-07957,Business study,landlord,person wey get house or land and e use am rent,person wey get house or land and e use am rent,100.0,True,True
engpidginedu-07957,Business study,happy,make person like wetin de happen,make person like wetin de happen,100.0,True,True
engpidginedu-02490,Government,instance,one example of somtin,,0.0,False,False
engpidginedu-02490,Government,bear,to carry load / endure wahala / get fruit,,0.0,False,False
engpidginedu-06498,Business study,lawsuits,court cases / dragging for kote,,0.0,False,False
engpidginedu-06498,Business study,inadequate,di requisite qualities or resources to meet task,to drag price / reason am,9.12,True,False
engpidginedu-12997,Social studies,teach,to show person de way / lecture,,0.0,False,False
engpidginedu-10222,English Language,workplace,office / site / work area,office / site / work area,100.0,True,True
engpidginedu-10222,English Language,significance,di quality of being significant,,0.0,False,False
engpidginedu-10222,English Language,plans,arrangements / formats / goals,,0.0,False,False
engpidginedu-25707,Biology,correlated,di reciprocal or mutual relation to bear reciprocal or mutual relation,,0.0,False,False
engpidginedu-10192,English Language,prevailing,"for number, quantity, power, status or importance or importance",,0.0,False,False
engpidginedu-05366,Business study,justices,big-big judges for higher court,big-big judges for higher court,100.0,True,True
engpidginedu-05366,Business study,weaknesses,di flaw or weak point or weak point,,0.0,False,False
engpidginedu-05366,Business study,implications,wetin something fit cause or mean,wetin something fit cause or mean,100.0,True,True
engpidginedu-24508,Computer science,belief,wetin person believe / faith,wetin person believe / faith,100.0,True,True
engpidginedu-05498,Business study,convicted,na wen court or jury find persin guilty of criminal charge,na wen court or jury find persin guilty of criminal charge,100.0,True,True
engpidginedu-05498,Business study,terrorists,di radical wey employ terror as political weapon,,0.0,False,False
engpidginedu-12087,Social studies,demands,"requests / wetin person say ""must"" happen",reasons why things dey happen,22.5,True,False
engpidginedu-25129,Biology,covered,something wey security or insurance don take care of,something wey security or insurance don take care of,100.0,True,True
engpidginedu-08396,Business study,performed,bin do de work / finish de task,,0.0,False,False
engpidginedu-08396,Business study,paying,to drop money / settle bill,,0.0,False,False
engpidginedu-08396,Business study,fees,money for service / payment for work done,,0.0,False,False
engpidginedu-15238,Computer science,execute,to do wetin you tell am,,0.0,False,False
engpidginedu-15238,Computer science,instance,one example of somtin,,0.0,False,False
engpidginedu-07142,Business study,defenses,all de yans wey lawyers talk to protect person for kote,,0.0,False,False
engpidginedu-03748,Government,constitute,to be,to be,100.0,True,True
engpidginedu-15517,Computer science,rank,to put for order,to carry pickin take as your own / follow a style,13.9,True,False
engpidginedu-07816,Business study,negligence,"na wen persin no dey give proper care, and dis cause harm","na wen persin no dey give proper care, and dis cause harm",100.0,True,True
engpidginedu-06532,Business study,post,to send message / position for work,to send message / position for work,100.0,True,True
engpidginedu-06532,Business study,inventions,di Creation of something for di mind,,0.0,False,False
engpidginedu-06532,Business study,patents,law pawa to own idea,marks / signals / signatures,8.58,True,False
engpidginedu-08102,Business study,buyer,pesin wey buy market / customer,,0.0,False,False
engpidginedu-08102,Business study,fixtures,fix-property / things-wey-dey-ground / attachment,,0.0,False,False
engpidginedu-08102,Business study,excluded,comot / no follow join,,0.0,False,False
engpidginedu-01016,Government,directions,di line wey dey leading to place or point or point,directions / orders from oga,9.1,True,False
engpidginedu-01016,Government,street,road / where houses dey,road / where houses dey,100.0,True,True
engpidginedu-01319,Government,broad,E wide well-well / e cover many things,wide well-well / e cover many things,97.16,True,True
